Mês,Variável,Valor,Un
outubro 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2594.5200000000000,Número-índice
outubro 2006,IPCA - Variação mensal,0.33,%
outubro 2006,IPCA - Variação acumulada em 3 meses,0.59,%
outubro 2006,IPCA - Variação acumulada em 6 meses,0.67,%
outubro 2006,IPCA - Variação acumulada no ano,2.33,%
outubro 2006,IPCA - Variação acumulada em 12 meses,3.26,%
novembro 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2602.5600000000000,Número-índice
novembro 2006,IPCA - Variação mensal,0.31,%
novembro 2006,IPCA - Variação acumulada em 3 meses,0.85,%
novembro 2006,IPCA - Variação acumulada em 6 meses,0.88,%
novembro 2006,IPCA - Variação acumulada no ano,2.65,%
novembro 2006,IPCA - Variação acumulada em 12 meses,3.02,%
dezembro 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2615.0500000000000,Número-índice
dezembro 2006,IPCA - Variação mensal,0.48,%
dezembro 2006,IPCA - Variação acumulada em 3 meses,1.12,%
dezembro 2006,IPCA - Variação acumulada em 6 meses,1.58,%
dezembro 2006,IPCA - Variação acumulada no ano,3.14,%
dezembro 2006,IPCA - Variação acumulada em 12 meses,3.14,%
janeiro 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2626.5600000000000,Número-índice
janeiro 2007,IPCA - Variação mensal,0.44,%
janeiro 2007,IPCA - Variação acumulada em 3 meses,1.23,%
janeiro 2007,IPCA - Variação acumulada em 6 meses,1.83,%
janeiro 2007,IPCA - Variação acumulada no ano,0.44,%
janeiro 2007,IPCA - Variação acumulada em 12 meses,2.99,%
fevereiro 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2638.1200000000000,Número-índice
fevereiro 2007,IPCA - Variação mensal,0.44,%
fevereiro 2007,IPCA - Variação acumulada em 3 meses,1.37,%
fevereiro 2007,IPCA - Variação acumulada em 6 meses,2.23,%
fevereiro 2007,IPCA - Variação acumulada no ano,0.88,%
fevereiro 2007,IPCA - Variação acumulada em 12 meses,3.02,%
março 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2647.8800000000000,Número-índice
março 2007,IPCA - Variação mensal,0.37,%
março 2007,IPCA - Variação acumulada em 3 meses,1.26,%
março 2007,IPCA - Variação acumulada em 6 meses,2.39,%
março 2007,IPCA - Variação acumulada no ano,1.26,%
março 2007,IPCA - Variação acumulada em 12 meses,2.96,%
abril 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2654.5000000000000,Número-índice
abril 2007,IPCA - Variação mensal,0.25,%
abril 2007,IPCA - Variação acumulada em 3 meses,1.06,%
abril 2007,IPCA - Variação acumulada em 6 meses,2.31,%
abril 2007,IPCA - Variação acumulada no ano,1.51,%
abril 2007,IPCA - Variação acumulada em 12 meses,3.00,%
maio 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2661.9300000000000,Número-índice
maio 2007,IPCA - Variação mensal,0.28,%
maio 2007,IPCA - Variação acumulada em 3 meses,0.90,%
maio 2007,IPCA - Variação acumulada em 6 meses,2.28,%
maio 2007,IPCA - Variação acumulada no ano,1.79,%
maio 2007,IPCA - Variação acumulada em 12 meses,3.18,%
junho 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2669.3800000000000,Número-índice
junho 2007,IPCA - Variação mensal,0.28,%
junho 2007,IPCA - Variação acumulada em 3 meses,0.81,%
junho 2007,IPCA - Variação acumulada em 6 meses,2.08,%
junho 2007,IPCA - Variação acumulada no ano,2.08,%
junho 2007,IPCA - Variação acumulada em 12 meses,3.69,%
julho 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2675.7900000000000,Número-índice
julho 2007,IPCA - Variação mensal,0.24,%
julho 2007,IPCA - Variação acumulada em 3 meses,0.80,%
julho 2007,IPCA - Variação acumulada em 6 meses,1.87,%
julho 2007,IPCA - Variação acumulada no ano,2.32,%
julho 2007,IPCA - Variação acumulada em 12 meses,3.74,%
agosto 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2688.3700000000000,Número-índice
agosto 2007,IPCA - Variação mensal,0.47,%
agosto 2007,IPCA - Variação acumulada em 3 meses,0.99,%
agosto 2007,IPCA - Variação acumulada em 6 meses,1.90,%
agosto 2007,IPCA - Variação acumulada no ano,2.80,%
agosto 2007,IPCA - Variação acumulada em 12 meses,4.18,%
setembro 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2693.2100000000000,Número-índice
setembro 2007,IPCA - Variação mensal,0.18,%
setembro 2007,IPCA - Variação acumulada em 3 meses,0.89,%
setembro 2007,IPCA - Variação acumulada em 6 meses,1.71,%
setembro 2007,IPCA - Variação acumulada no ano,2.99,%
setembro 2007,IPCA - Variação acumulada em 12 meses,4.15,%
outubro 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2701.2900000000000,Número-índice
outubro 2007,IPCA - Variação mensal,0.30,%
outubro 2007,IPCA - Variação acumulada em 3 meses,0.95,%
outubro 2007,IPCA - Variação acumulada em 6 meses,1.76,%
outubro 2007,IPCA - Variação acumulada no ano,3.30,%
outubro 2007,IPCA - Variação acumulada em 12 meses,4.12,%
novembro 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2711.5500000000000,Número-índice
novembro 2007,IPCA - Variação mensal,0.38,%
novembro 2007,IPCA - Variação acumulada em 3 meses,0.86,%
novembro 2007,IPCA - Variação acumulada em 6 meses,1.86,%
novembro 2007,IPCA - Variação acumulada no ano,3.69,%
novembro 2007,IPCA - Variação acumulada em 12 meses,4.19,%
dezembro 2007,IPCA - Número-índice (base: dezembro de 1993 = 100),2731.6200000000000,Número-índice
dezembro 2007,IPCA - Variação mensal,0.74,%
dezembro 2007,IPCA - Variação acumulada em 3 meses,1.43,%
dezembro 2007,IPCA - Variação acumulada em 6 meses,2.33,%
dezembro 2007,IPCA - Variação acumulada no ano,4.46,%
dezembro 2007,IPCA - Variação acumulada em 12 meses,4.46,%
janeiro 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2746.3700000000000,Número-índice
janeiro 2008,IPCA - Variação mensal,0.54,%
janeiro 2008,IPCA - Variação acumulada em 3 meses,1.67,%
janeiro 2008,IPCA - Variação acumulada em 6 meses,2.64,%
janeiro 2008,IPCA - Variação acumulada no ano,0.54,%
janeiro 2008,IPCA - Variação acumulada em 12 meses,4.56,%
fevereiro 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2759.8300000000000,Número-índice
fevereiro 2008,IPCA - Variação mensal,0.49,%
fevereiro 2008,IPCA - Variação acumulada em 3 meses,1.78,%
fevereiro 2008,IPCA - Variação acumulada em 6 meses,2.66,%
fevereiro 2008,IPCA - Variação acumulada no ano,1.03,%
fevereiro 2008,IPCA - Variação acumulada em 12 meses,4.61,%
março 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2773.0800000000000,Número-índice
março 2008,IPCA - Variação mensal,0.48,%
março 2008,IPCA - Variação acumulada em 3 meses,1.52,%
março 2008,IPCA - Variação acumulada em 6 meses,2.97,%
março 2008,IPCA - Variação acumulada no ano,1.52,%
março 2008,IPCA - Variação acumulada em 12 meses,4.73,%
abril 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2788.3300000000000,Número-índice
abril 2008,IPCA - Variação mensal,0.55,%
abril 2008,IPCA - Variação acumulada em 3 meses,1.53,%
abril 2008,IPCA - Variação acumulada em 6 meses,3.22,%
abril 2008,IPCA - Variação acumulada no ano,2.08,%
abril 2008,IPCA - Variação acumulada em 12 meses,5.04,%
maio 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2810.3600000000000,Número-índice
maio 2008,IPCA - Variação mensal,0.79,%
maio 2008,IPCA - Variação acumulada em 3 meses,1.83,%
maio 2008,IPCA - Variação acumulada em 6 meses,3.64,%
maio 2008,IPCA - Variação acumulada no ano,2.88,%
maio 2008,IPCA - Variação acumulada em 12 meses,5.58,%
junho 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2831.1600000000000,Número-índice
junho 2008,IPCA - Variação mensal,0.74,%
junho 2008,IPCA - Variação acumulada em 3 meses,2.09,%
junho 2008,IPCA - Variação acumulada em 6 meses,3.64,%
junho 2008,IPCA - Variação acumulada no ano,3.64,%
junho 2008,IPCA - Variação acumulada em 12 meses,6.06,%
julho 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2846.1600000000000,Número-índice
julho 2008,IPCA - Variação mensal,0.53,%
julho 2008,IPCA - Variação acumulada em 3 meses,2.07,%
julho 2008,IPCA - Variação acumulada em 6 meses,3.63,%
julho 2008,IPCA - Variação acumulada no ano,4.19,%
julho 2008,IPCA - Variação acumulada em 12 meses,6.37,%
agosto 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2854.1300000000000,Número-índice
agosto 2008,IPCA - Variação mensal,0.28,%
agosto 2008,IPCA - Variação acumulada em 3 meses,1.56,%
agosto 2008,IPCA - Variação acumulada em 6 meses,3.42,%
agosto 2008,IPCA - Variação acumulada no ano,4.48,%
agosto 2008,IPCA - Variação acumulada em 12 meses,6.17,%
setembro 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2861.5500000000000,Número-índice
setembro 2008,IPCA - Variação mensal,0.26,%
setembro 2008,IPCA - Variação acumulada em 3 meses,1.07,%
setembro 2008,IPCA - Variação acumulada em 6 meses,3.19,%
setembro 2008,IPCA - Variação acumulada no ano,4.76,%
setembro 2008,IPCA - Variação acumulada em 12 meses,6.25,%
outubro 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2874.4300000000000,Número-índice
outubro 2008,IPCA - Variação mensal,0.45,%
outubro 2008,IPCA - Variação acumulada em 3 meses,0.99,%
outubro 2008,IPCA - Variação acumulada em 6 meses,3.09,%
outubro 2008,IPCA - Variação acumulada no ano,5.23,%
outubro 2008,IPCA - Variação acumulada em 12 meses,6.41,%
novembro 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2884.7800000000000,Número-índice
novembro 2008,IPCA - Variação mensal,0.36,%
novembro 2008,IPCA - Variação acumulada em 3 meses,1.07,%
novembro 2008,IPCA - Variação acumulada em 6 meses,2.65,%
novembro 2008,IPCA - Variação acumulada no ano,5.61,%
novembro 2008,IPCA - Variação acumulada em 12 meses,6.39,%
dezembro 2008,IPCA - Número-índice (base: dezembro de 1993 = 100),2892.8600000000000,Número-índice
dezembro 2008,IPCA - Variação mensal,0.28,%
dezembro 2008,IPCA - Variação acumulada em 3 meses,1.09,%
dezembro 2008,IPCA - Variação acumulada em 6 meses,2.18,%
dezembro 2008,IPCA - Variação acumulada no ano,5.90,%
dezembro 2008,IPCA - Variação acumulada em 12 meses,5.90,%
janeiro 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2906.7400000000000,Número-índice
janeiro 2009,IPCA - Variação mensal,0.48,%
janeiro 2009,IPCA - Variação acumulada em 3 meses,1.12,%
janeiro 2009,IPCA - Variação acumulada em 6 meses,2.13,%
janeiro 2009,IPCA - Variação acumulada no ano,0.48,%
janeiro 2009,IPCA - Variação acumulada em 12 meses,5.84,%
fevereiro 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2922.7300000000000,Número-índice
fevereiro 2009,IPCA - Variação mensal,0.55,%
fevereiro 2009,IPCA - Variação acumulada em 3 meses,1.32,%
fevereiro 2009,IPCA - Variação acumulada em 6 meses,2.40,%
fevereiro 2009,IPCA - Variação acumulada no ano,1.03,%
fevereiro 2009,IPCA - Variação acumulada em 12 meses,5.90,%
março 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2928.5700000000000,Número-índice
março 2009,IPCA - Variação mensal,0.20,%
março 2009,IPCA - Variação acumulada em 3 meses,1.23,%
março 2009,IPCA - Variação acumulada em 6 meses,2.34,%
março 2009,IPCA - Variação acumulada no ano,1.23,%
março 2009,IPCA - Variação acumulada em 12 meses,5.61,%
abril 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2942.6300000000000,Número-índice
abril 2009,IPCA - Variação mensal,0.48,%
abril 2009,IPCA - Variação acumulada em 3 meses,1.23,%
abril 2009,IPCA - Variação acumulada em 6 meses,2.37,%
abril 2009,IPCA - Variação acumulada no ano,1.72,%
abril 2009,IPCA - Variação acumulada em 12 meses,5.53,%
maio 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2956.4600000000000,Número-índice
maio 2009,IPCA - Variação mensal,0.47,%
maio 2009,IPCA - Variação acumulada em 3 meses,1.15,%
maio 2009,IPCA - Variação acumulada em 6 meses,2.48,%
maio 2009,IPCA - Variação acumulada no ano,2.20,%
maio 2009,IPCA - Variação acumulada em 12 meses,5.20,%
junho 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2967.1000000000000,Número-índice
junho 2009,IPCA - Variação mensal,0.36,%
junho 2009,IPCA - Variação acumulada em 3 meses,1.32,%
junho 2009,IPCA - Variação acumulada em 6 meses,2.57,%
junho 2009,IPCA - Variação acumulada no ano,2.57,%
junho 2009,IPCA - Variação acumulada em 12 meses,4.80,%
julho 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2974.2200000000000,Número-índice
julho 2009,IPCA - Variação mensal,0.24,%
julho 2009,IPCA - Variação acumulada em 3 meses,1.07,%
julho 2009,IPCA - Variação acumulada em 6 meses,2.32,%
julho 2009,IPCA - Variação acumulada no ano,2.81,%
julho 2009,IPCA - Variação acumulada em 12 meses,4.50,%
agosto 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2978.6800000000000,Número-índice
agosto 2009,IPCA - Variação mensal,0.15,%
agosto 2009,IPCA - Variação acumulada em 3 meses,0.75,%
agosto 2009,IPCA - Variação acumulada em 6 meses,1.91,%
agosto 2009,IPCA - Variação acumulada no ano,2.97,%
agosto 2009,IPCA - Variação acumulada em 12 meses,4.36,%
setembro 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2985.8300000000000,Número-índice
setembro 2009,IPCA - Variação mensal,0.24,%
setembro 2009,IPCA - Variação acumulada em 3 meses,0.63,%
setembro 2009,IPCA - Variação acumulada em 6 meses,1.96,%
setembro 2009,IPCA - Variação acumulada no ano,3.21,%
setembro 2009,IPCA - Variação acumulada em 12 meses,4.34,%
outubro 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),2994.1900000000000,Número-índice
outubro 2009,IPCA - Variação mensal,0.28,%
outubro 2009,IPCA - Variação acumulada em 3 meses,0.67,%
outubro 2009,IPCA - Variação acumulada em 6 meses,1.75,%
outubro 2009,IPCA - Variação acumulada no ano,3.50,%
outubro 2009,IPCA - Variação acumulada em 12 meses,4.17,%
novembro 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),3006.4700000000000,Número-índice
novembro 2009,IPCA - Variação mensal,0.41,%
novembro 2009,IPCA - Variação acumulada em 3 meses,0.93,%
novembro 2009,IPCA - Variação acumulada em 6 meses,1.69,%
novembro 2009,IPCA - Variação acumulada no ano,3.93,%
novembro 2009,IPCA - Variação acumulada em 12 meses,4.22,%
dezembro 2009,IPCA - Número-índice (base: dezembro de 1993 = 100),3017.5900000000000,Número-índice
dezembro 2009,IPCA - Variação mensal,0.37,%
dezembro 2009,IPCA - Variação acumulada em 3 meses,1.06,%
dezembro 2009,IPCA - Variação acumulada em 6 meses,1.70,%
dezembro 2009,IPCA - Variação acumulada no ano,4.31,%
dezembro 2009,IPCA - Variação acumulada em 12 meses,4.31,%
janeiro 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3040.2200000000000,Número-índice
janeiro 2010,IPCA - Variação mensal,0.75,%
janeiro 2010,IPCA - Variação acumulada em 3 meses,1.54,%
janeiro 2010,IPCA - Variação acumulada em 6 meses,2.46,%
janeiro 2010,IPCA - Variação acumulada no ano,0.75,%
janeiro 2010,IPCA - Variação acumulada em 12 meses,4.59,%
fevereiro 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3063.9300000000000,Número-índice
fevereiro 2010,IPCA - Variação mensal,0.78,%
fevereiro 2010,IPCA - Variação acumulada em 3 meses,1.91,%
fevereiro 2010,IPCA - Variação acumulada em 6 meses,2.86,%
fevereiro 2010,IPCA - Variação acumulada no ano,1.54,%
fevereiro 2010,IPCA - Variação acumulada em 12 meses,4.83,%
março 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3079.8600000000000,Número-índice
março 2010,IPCA - Variação mensal,0.52,%
março 2010,IPCA - Variação acumulada em 3 meses,2.06,%
março 2010,IPCA - Variação acumulada em 6 meses,3.15,%
março 2010,IPCA - Variação acumulada no ano,2.06,%
março 2010,IPCA - Variação acumulada em 12 meses,5.17,%
abril 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3097.4200000000000,Número-índice
abril 2010,IPCA - Variação mensal,0.57,%
abril 2010,IPCA - Variação acumulada em 3 meses,1.88,%
abril 2010,IPCA - Variação acumulada em 6 meses,3.45,%
abril 2010,IPCA - Variação acumulada no ano,2.65,%
abril 2010,IPCA - Variação acumulada em 12 meses,5.26,%
maio 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3110.7400000000000,Número-índice
maio 2010,IPCA - Variação mensal,0.43,%
maio 2010,IPCA - Variação acumulada em 3 meses,1.53,%
maio 2010,IPCA - Variação acumulada em 6 meses,3.47,%
maio 2010,IPCA - Variação acumulada no ano,3.09,%
maio 2010,IPCA - Variação acumulada em 12 meses,5.22,%
junho 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3110.7400000000000,Número-índice
junho 2010,IPCA - Variação mensal,0.00,%
junho 2010,IPCA - Variação acumulada em 3 meses,1.00,%
junho 2010,IPCA - Variação acumulada em 6 meses,3.09,%
junho 2010,IPCA - Variação acumulada no ano,3.09,%
junho 2010,IPCA - Variação acumulada em 12 meses,4.84,%
julho 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3111.0500000000000,Número-índice
julho 2010,IPCA - Variação mensal,0.01,%
julho 2010,IPCA - Variação acumulada em 3 meses,0.44,%
julho 2010,IPCA - Variação acumulada em 6 meses,2.33,%
julho 2010,IPCA - Variação acumulada no ano,3.10,%
julho 2010,IPCA - Variação acumulada em 12 meses,4.60,%
agosto 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3112.2900000000000,Número-índice
agosto 2010,IPCA - Variação mensal,0.04,%
agosto 2010,IPCA - Variação acumulada em 3 meses,0.05,%
agosto 2010,IPCA - Variação acumulada em 6 meses,1.58,%
agosto 2010,IPCA - Variação acumulada no ano,3.14,%
agosto 2010,IPCA - Variação acumulada em 12 meses,4.49,%
setembro 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3126.2900000000000,Número-índice
setembro 2010,IPCA - Variação mensal,0.45,%
setembro 2010,IPCA - Variação acumulada em 3 meses,0.50,%
setembro 2010,IPCA - Variação acumulada em 6 meses,1.51,%
setembro 2010,IPCA - Variação acumulada no ano,3.60,%
setembro 2010,IPCA - Variação acumulada em 12 meses,4.70,%
outubro 2010,IPCA - Número-índice (base: dezembro de 1993 = 100),3149.7400000000000,Número-índice
outubro 2010,IPCA - Variação mensal,0.75,%
outubro 2010,IPCA - Variação acumulada em 3 meses,1.24,%
outubro 2010,IPCA - Variação acumulada em 6 meses,1.69,%
