Mês,Variável,Valor,Un
fevereiro 2011,IPCA - Variação acumulada em 6 meses,4.37,%
fevereiro 2011,IPCA - Variação acumulada no ano,1.64,%
fevereiro 2011,IPCA - Variação acumulada em 12 meses,6.01,%
março 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3273.8600000000000,Número-índice
março 2011,IPCA - Variação mensal,0.79,%
março 2011,IPCA - Variação acumulada em 3 meses,2.44,%
março 2011,IPCA - Variação acumulada em 6 meses,4.72,%
março 2011,IPCA - Variação acumulada no ano,2.44,%
março 2011,IPCA - Variação acumulada em 12 meses,6.30,%
abril 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3299.0700000000000,Número-índice
abril 2011,IPCA - Variação mensal,0.77,%
abril 2011,IPCA - Variação acumulada em 3 meses,2.38,%
abril 2011,IPCA - Variação acumulada em 6 meses,4.74,%
abril 2011,IPCA - Variação acumulada no ano,3.23,%
abril 2011,IPCA - Variação acumulada em 12 meses,6.51,%
maio 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3314.5800000000000,Número-índice
maio 2011,IPCA - Variação mensal,0.47,%
maio 2011,IPCA - Variação acumulada em 3 meses,2.04,%
maio 2011,IPCA - Variação acumulada em 6 meses,4.37,%
maio 2011,IPCA - Variação acumulada no ano,3.71,%
maio 2011,IPCA - Variação acumulada em 12 meses,6.55,%
junho 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3319.5500000000000,Número-índice
junho 2011,IPCA - Variação mensal,0.15,%
junho 2011,IPCA - Variação acumulada em 3 meses,1.40,%
junho 2011,IPCA - Variação acumulada em 6 meses,3.87,%
junho 2011,IPCA - Variação acumulada no ano,3.87,%
junho 2011,IPCA - Variação acumulada em 12 meses,6.71,%
julho 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3324.8600000000000,Número-índice
julho 2011,IPCA - Variação mensal,0.16,%
julho 2011,IPCA - Variação acumulada em 3 meses,0.78,%
julho 2011,IPCA - Variação acumulada em 6 meses,3.18,%
julho 2011,IPCA - Variação acumulada no ano,4.04,%
julho 2011,IPCA - Variação acumulada em 12 meses,6.87,%
agosto 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3337.1600000000000,Número-índice
agosto 2011,IPCA - Variação mensal,0.37,%
agosto 2011,IPCA - Variação acumulada em 3 meses,0.68,%
agosto 2011,IPCA - Variação acumulada em 6 meses,2.74,%
agosto 2011,IPCA - Variação acumulada no ano,4.42,%
agosto 2011,IPCA - Variação acumulada em 12 meses,7.23,%
setembro 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3354.8500000000000,Número-índice
setembro 2011,IPCA - Variação mensal,0.53,%
setembro 2011,IPCA - Variação acumulada em 3 meses,1.06,%
setembro 2011,IPCA - Variação acumulada em 6 meses,2.47,%
setembro 2011,IPCA - Variação acumulada no ano,4.97,%
setembro 2011,IPCA - Variação acumulada em 12 meses,7.31,%
outubro 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3369.2800000000000,Número-índice
outubro 2011,IPCA - Variação mensal,0.43,%
outubro 2011,IPCA - Variação acumulada em 3 meses,1.34,%
outubro 2011,IPCA - Variação acumulada em 6 meses,2.13,%
outubro 2011,IPCA - Variação acumulada no ano,5.43,%
outubro 2011,IPCA - Variação acumulada em 12 meses,6.97,%
novembro 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3386.8000000000000,Número-índice
novembro 2011,IPCA - Variação mensal,0.52,%
novembro 2011,IPCA - Variação acumulada em 3 meses,1.49,%
novembro 2011,IPCA - Variação acumulada em 6 meses,2.18,%
novembro 2011,IPCA - Variação acumulada no ano,5.97,%
novembro 2011,IPCA - Variação acumulada em 12 meses,6.64,%
dezembro 2011,IPCA - Número-índice (base: dezembro de 1993 = 100),3403.7300000000000,Número-índice
dezembro 2011,IPCA - Variação mensal,0.50,%
dezembro 2011,IPCA - Variação acumulada em 3 meses,1.46,%
dezembro 2011,IPCA - Variação acumulada em 6 meses,2.54,%
dezembro 2011,IPCA - Variação acumulada no ano,6.50,%
dezembro 2011,IPCA - Variação acumulada em 12 meses,6.50,%
janeiro 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3422.7900000000000,Número-índice
janeiro 2012,IPCA - Variação mensal,0.56,%
janeiro 2012,IPCA - Variação acumulada em 3 meses,1.59,%
janeiro 2012,IPCA - Variação acumulada em 6 meses,2.95,%
janeiro 2012,IPCA - Variação acumulada no ano,0.56,%
janeiro 2012,IPCA - Variação acumulada em 12 meses,6.22,%
fevereiro 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3438.1900000000000,Número-índice
fevereiro 2012,IPCA - Variação mensal,0.45,%
fevereiro 2012,IPCA - Variação acumulada em 3 meses,1.52,%
fevereiro 2012,IPCA - Variação acumulada em 6 meses,3.03,%
fevereiro 2012,IPCA - Variação acumulada no ano,1.01,%
fevereiro 2012,IPCA - Variação acumulada em 12 meses,5.84,%
março 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3445.4100000000000,Número-índice
março 2012,IPCA - Variação mensal,0.21,%
março 2012,IPCA - Variação acumulada em 3 meses,1.22,%
março 2012,IPCA - Variação acumulada em 6 meses,2.70,%
março 2012,IPCA - Variação acumulada no ano,1.22,%
março 2012,IPCA - Variação acumulada em 12 meses,5.24,%
abril 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3467.4600000000000,Número-índice
abril 2012,IPCA - Variação mensal,0.64,%
abril 2012,IPCA - Variação acumulada em 3 meses,1.31,%
abril 2012,IPCA - Variação acumulada em 6 meses,2.91,%
abril 2012,IPCA - Variação acumulada no ano,1.87,%
abril 2012,IPCA - Variação acumulada em 12 meses,5.10,%
maio 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3479.9400000000000,Número-índice
maio 2012,IPCA - Variação mensal,0.36,%
maio 2012,IPCA - Variação acumulada em 3 meses,1.21,%
maio 2012,IPCA - Variação acumulada em 6 meses,2.75,%
maio 2012,IPCA - Variação acumulada no ano,2.24,%
maio 2012,IPCA - Variação acumulada em 12 meses,4.99,%
junho 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3482.7200000000000,Número-índice
junho 2012,IPCA - Variação mensal,0.08,%
junho 2012,IPCA - Variação acumulada em 3 meses,1.08,%
junho 2012,IPCA - Variação acumulada em 6 meses,2.32,%
junho 2012,IPCA - Variação acumulada no ano,2.32,%
junho 2012,IPCA - Variação acumulada em 12 meses,4.92,%
julho 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3497.7000000000000,Número-índice
julho 2012,IPCA - Variação mensal,0.43,%
julho 2012,IPCA - Variação acumulada em 3 meses,0.87,%
julho 2012,IPCA - Variação acumulada em 6 meses,2.19,%
julho 2012,IPCA - Variação acumulada no ano,2.76,%
julho 2012,IPCA - Variação acumulada em 12 meses,5.20,%
agosto 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3512.0400000000000,Número-índice
agosto 2012,IPCA - Variação mensal,0.41,%
agosto 2012,IPCA - Variação acumulada em 3 meses,0.92,%
agosto 2012,IPCA - Variação acumulada em 6 meses,2.15,%
agosto 2012,IPCA - Variação acumulada no ano,3.18,%
agosto 2012,IPCA - Variação acumulada em 12 meses,5.24,%
setembro 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3532.0600000000000,Número-índice
setembro 2012,IPCA - Variação mensal,0.57,%
setembro 2012,IPCA - Variação acumulada em 3 meses,1.42,%
setembro 2012,IPCA - Variação acumulada em 6 meses,2.51,%
setembro 2012,IPCA - Variação acumulada no ano,3.77,%
setembro 2012,IPCA - Variação acumulada em 12 meses,5.28,%
outubro 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3552.9000000000000,Número-índice
outubro 2012,IPCA - Variação mensal,0.59,%
outubro 2012,IPCA - Variação acumulada em 3 meses,1.58,%
outubro 2012,IPCA - Variação acumulada em 6 meses,2.46,%
outubro 2012,IPCA - Variação acumulada no ano,4.38,%
outubro 2012,IPCA - Variação acumulada em 12 meses,5.45,%
novembro 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3574.2200000000000,Número-índice
novembro 2012,IPCA - Variação mensal,0.60,%
novembro 2012,IPCA - Variação acumulada em 3 meses,1.77,%
novembro 2012,IPCA - Variação acumulada em 6 meses,2.71,%
novembro 2012,IPCA - Variação acumulada no ano,5.01,%
novembro 2012,IPCA - Variação acumulada em 12 meses,5.53,%
dezembro 2012,IPCA - Número-índice (base: dezembro de 1993 = 100),3602.4600000000000,Número-índice
dezembro 2012,IPCA - Variação mensal,0.79,%
dezembro 2012,IPCA - Variação acumulada em 3 meses,1.99,%
dezembro 2012,IPCA - Variação acumulada em 6 meses,3.44,%
dezembro 2012,IPCA - Variação acumulada no ano,5.84,%
dezembro 2012,IPCA - Variação acumulada em 12 meses,5.84,%
janeiro 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3633.4400000000000,Número-índice
janeiro 2013,IPCA - Variação mensal,0.86,%
janeiro 2013,IPCA - Variação acumulada em 3 meses,2.27,%
janeiro 2013,IPCA - Variação acumulada em 6 meses,3.88,%
janeiro 2013,IPCA - Variação acumulada no ano,0.86,%
janeiro 2013,IPCA - Variação acumulada em 12 meses,6.15,%
fevereiro 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3655.2400000000000,Número-índice
fevereiro 2013,IPCA - Variação mensal,0.60,%
fevereiro 2013,IPCA - Variação acumulada em 3 meses,2.27,%
fevereiro 2013,IPCA - Variação acumulada em 6 meses,4.08,%
fevereiro 2013,IPCA - Variação acumulada no ano,1.47,%
fevereiro 2013,IPCA - Variação acumulada em 12 meses,6.31,%
março 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3672.4200000000000,Número-índice
março 2013,IPCA - Variação mensal,0.47,%
março 2013,IPCA - Variação acumulada em 3 meses,1.94,%
março 2013,IPCA - Variação acumulada em 6 meses,3.97,%
março 2013,IPCA - Variação acumulada no ano,1.94,%
março 2013,IPCA - Variação acumulada em 12 meses,6.59,%
abril 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3692.6200000000000,Número-índice
abril 2013,IPCA - Variação mensal,0.55,%
abril 2013,IPCA - Variação acumulada em 3 meses,1.63,%
abril 2013,IPCA - Variação acumulada em 6 meses,3.93,%
abril 2013,IPCA - Variação acumulada no ano,2.50,%
abril 2013,IPCA - Variação acumulada em 12 meses,6.49,%
maio 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3706.2800000000000,Número-índice
maio 2013,IPCA - Variação mensal,0.37,%
maio 2013,IPCA - Variação acumulada em 3 meses,1.40,%
maio 2013,IPCA - Variação acumulada em 6 meses,3.69,%
maio 2013,IPCA - Variação acumulada no ano,2.88,%
maio 2013,IPCA - Variação acumulada em 12 meses,6.50,%
junho 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3715.9200000000000,Número-índice
junho 2013,IPCA - Variação mensal,0.26,%
junho 2013,IPCA - Variação acumulada em 3 meses,1.18,%
junho 2013,IPCA - Variação acumulada em 6 meses,3.15,%
junho 2013,IPCA - Variação acumulada no ano,3.15,%
junho 2013,IPCA - Variação acumulada em 12 meses,6.70,%
julho 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3717.0300000000000,Número-índice
julho 2013,IPCA - Variação mensal,0.03,%
julho 2013,IPCA - Variação acumulada em 3 meses,0.66,%
julho 2013,IPCA - Variação acumulada em 6 meses,2.30,%
julho 2013,IPCA - Variação acumulada no ano,3.18,%
julho 2013,IPCA - Variação acumulada em 12 meses,6.27,%
agosto 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3725.9500000000000,Número-índice
agosto 2013,IPCA - Variação mensal,0.24,%
agosto 2013,IPCA - Variação acumulada em 3 meses,0.53,%
agosto 2013,IPCA - Variação acumulada em 6 meses,1.93,%
agosto 2013,IPCA - Variação acumulada no ano,3.43,%
agosto 2013,IPCA - Variação acumulada em 12 meses,6.09,%
setembro 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3738.9900000000000,Número-índice
setembro 2013,IPCA - Variação mensal,0.35,%
setembro 2013,IPCA - Variação acumulada em 3 meses,0.62,%
setembro 2013,IPCA - Variação acumulada em 6 meses,1.81,%
setembro 2013,IPCA - Variação acumulada no ano,3.79,%
setembro 2013,IPCA - Variação acumulada em 12 meses,5.86,%
outubro 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3760.3000000000000,Número-índice
outubro 2013,IPCA - Variação mensal,0.57,%
outubro 2013,IPCA - Variação acumulada em 3 meses,1.16,%
outubro 2013,IPCA - Variação acumulada em 6 meses,1.83,%
outubro 2013,IPCA - Variação acumulada no ano,4.38,%
outubro 2013,IPCA - Variação acumulada em 12 meses,5.84,%
novembro 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3780.6100000000000,Número-índice
novembro 2013,IPCA - Variação mensal,0.54,%
novembro 2013,IPCA - Variação acumulada em 3 meses,1.47,%
novembro 2013,IPCA - Variação acumulada em 6 meses,2.01,%
novembro 2013,IPCA - Variação acumulada no ano,4.95,%
novembro 2013,IPCA - Variação acumulada em 12 meses,5.77,%
dezembro 2013,IPCA - Número-índice (base: dezembro de 1993 = 100),3815.3900000000000,Número-índice
dezembro 2013,IPCA - Variação mensal,0.92,%
dezembro 2013,IPCA - Variação acumulada em 3 meses,2.04,%
dezembro 2013,IPCA - Variação acumulada em 6 meses,2.68,%
dezembro 2013,IPCA - Variação acumulada no ano,5.91,%
dezembro 2013,IPCA - Variação acumulada em 12 meses,5.91,%
janeiro 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3836.3700000000000,Número-índice
janeiro 2014,IPCA - Variação mensal,0.55,%
janeiro 2014,IPCA - Variação acumulada em 3 meses,2.02,%
janeiro 2014,IPCA - Variação acumulada em 6 meses,3.21,%
janeiro 2014,IPCA - Variação acumulada no ano,0.55,%
janeiro 2014,IPCA - Variação acumulada em 12 meses,5.59,%
fevereiro 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3862.8400000000000,Número-índice
fevereiro 2014,IPCA - Variação mensal,0.69,%
fevereiro 2014,IPCA - Variação acumulada em 3 meses,2.18,%
fevereiro 2014,IPCA - Variação acumulada em 6 meses,3.67,%
fevereiro 2014,IPCA - Variação acumulada no ano,1.24,%
fevereiro 2014,IPCA - Variação acumulada em 12 meses,5.68,%
março 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3898.3800000000000,Número-índice
março 2014,IPCA - Variação mensal,0.92,%
março 2014,IPCA - Variação acumulada em 3 meses,2.18,%
março 2014,IPCA - Variação acumulada em 6 meses,4.26,%
março 2014,IPCA - Variação acumulada no ano,2.18,%
março 2014,IPCA - Variação acumulada em 12 meses,6.15,%
abril 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3924.5000000000000,Número-índice
abril 2014,IPCA - Variação mensal,0.67,%
abril 2014,IPCA - Variação acumulada em 3 meses,2.30,%
abril 2014,IPCA - Variação acumulada em 6 meses,4.37,%
abril 2014,IPCA - Variação acumulada no ano,2.86,%
abril 2014,IPCA - Variação acumulada em 12 meses,6.28,%
maio 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3942.5500000000000,Número-índice
maio 2014,IPCA - Variação mensal,0.46,%
maio 2014,IPCA - Variação acumulada em 3 meses,2.06,%
maio 2014,IPCA - Variação acumulada em 6 meses,4.28,%
maio 2014,IPCA - Variação acumulada no ano,3.33,%
maio 2014,IPCA - Variação acumulada em 12 meses,6.37,%
junho 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3958.3200000000000,Número-índice
junho 2014,IPCA - Variação mensal,0.40,%
junho 2014,IPCA - Variação acumulada em 3 meses,1.54,%
junho 2014,IPCA - Variação acumulada em 6 meses,3.75,%
junho 2014,IPCA - Variação acumulada no ano,3.75,%
junho 2014,IPCA - Variação acumulada em 12 meses,6.52,%
julho 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3958.7200000000000,Número-índice
julho 2014,IPCA - Variação mensal,0.01,%
julho 2014,IPCA - Variação acumulada em 3 meses,0.87,%
julho 2014,IPCA - Variação acumulada em 6 meses,3.19,%
julho 2014,IPCA - Variação acumulada no ano,3.76,%
julho 2014,IPCA - Variação acumulada em 12 meses,6.50,%
agosto 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3968.6200000000000,Número-índice
agosto 2014,IPCA - Variação mensal,0.25,%
agosto 2014,IPCA - Variação acumulada em 3 meses,0.66,%
agosto 2014,IPCA - Variação acumulada em 6 meses,2.74,%
agosto 2014,IPCA - Variação acumulada no ano,4.02,%
agosto 2014,IPCA - Variação acumulada em 12 meses,6.51,%
setembro 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),3991.2400000000000,Número-índice
setembro 2014,IPCA - Variação mensal,0.57,%
setembro 2014,IPCA - Variação acumulada em 3 meses,0.83,%
setembro 2014,IPCA - Variação acumulada em 6 meses,2.38,%
setembro 2014,IPCA - Variação acumulada no ano,4.61,%
setembro 2014,IPCA - Variação acumulada em 12 meses,6.75,%
outubro 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),4008.0000000000000,Número-índice
outubro 2014,IPCA - Variação mensal,0.42,%
outubro 2014,IPCA - Variação acumulada em 3 meses,1.24,%
outubro 2014,IPCA - Variação acumulada em 6 meses,2.13,%
outubro 2014,IPCA - Variação acumulada no ano,5.05,%
outubro 2014,IPCA - Variação acumulada em 12 meses,6.59,%
novembro 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),4028.4400000000000,Número-índice
novembro 2014,IPCA - Variação mensal,0.51,%
novembro 2014,IPCA - Variação acumulada em 3 meses,1.51,%
novembro 2014,IPCA - Variação acumulada em 6 meses,2.18,%
novembro 2014,IPCA - Variação acumulada no ano,5.58,%
novembro 2014,IPCA - Variação acumulada em 12 meses,6.56,%
dezembro 2014,IPCA - Número-índice (base: dezembro de 1993 = 100),4059.8600000000000,Número-índice
dezembro 2014,IPCA - Variação mensal,0.78,%
dezembro 2014,IPCA - Variação acumulada em 3 meses,1.72,%
dezembro 2014,IPCA - Variação acumulada em 6 meses,2.57,%
dezembro 2014,IPCA - Variação acumulada no ano,6.41,%
dezembro 2014,IPCA - Variação acumulada em 12 meses,6.41,%
janeiro 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4110.2000000000000,Número-índice
janeiro 2015,IPCA - Variação mensal,1.24,%
janeiro 2015,IPCA - Variação acumulada em 3 meses,2.55,%
janeiro 2015,IPCA - Variação acumulada em 6 meses,3.83,%
janeiro 2015,IPCA - Variação acumulada no ano,1.24,%
janeiro 2015,IPCA - Variação acumulada em 12 meses,7.14,%
fevereiro 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4160.3400000000000,Número-índice
fevereiro 2015,IPCA - Variação mensal,1.22,%
fevereiro 2015,IPCA - Variação acumulada em 3 meses,3.27,%
fevereiro 2015,IPCA - Variação acumulada em 6 meses,4.83,%
fevereiro 2015,IPCA - Variação acumulada no ano,2.48,%
fevereiro 2015,IPCA - Variação acumulada em 12 meses,7.70,%
março 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4215.2600000000000,Número-índice
março 2015,IPCA - Variação mensal,1.32,%
março 2015,IPCA - Variação acumulada em 3 meses,3.83,%
março 2015,IPCA - Variação acumulada em 6 meses,5.61,%
março 2015,IPCA - Variação acumulada no ano,3.83,%
março 2015,IPCA - Variação acumulada em 12 meses,8.13,%
abril 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4245.1900000000000,Número-índice
abril 2015,IPCA - Variação mensal,0.71,%
abril 2015,IPCA - Variação acumulada em 3 meses,3.28,%
abril 2015,IPCA - Variação acumulada em 6 meses,5.92,%
abril 2015,IPCA - Variação acumulada no ano,4.56,%
abril 2015,IPCA - Variação acumulada em 12 meses,8.17,%
maio 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4276.6000000000000,Número-índice
maio 2015,IPCA - Variação mensal,0.74,%
maio 2015,IPCA - Variação acumulada em 3 meses,2.79,%
maio 2015,IPCA - Variação acumulada em 6 meses,6.16,%
maio 2015,IPCA - Variação acumulada no ano,5.34,%
maio 2015,IPCA - Variação acumulada em 12 meses,8.47,%
junho 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4310.3900000000000,Número-índice
junho 2015,IPCA - Variação mensal,0.79,%
junho 2015,IPCA - Variação acumulada em 3 meses,2.26,%
junho 2015,IPCA - Variação acumulada em 6 meses,6.17,%
junho 2015,IPCA - Variação acumulada no ano,6.17,%
junho 2015,IPCA - Variação acumulada em 12 meses,8.89,%
julho 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4337.1100000000000,Número-índice
julho 2015,IPCA - Variação mensal,0.62,%
julho 2015,IPCA - Variação acumulada em 3 meses,2.17,%
julho 2015,IPCA - Variação acumulada em 6 meses,5.52,%
julho 2015,IPCA - Variação acumulada no ano,6.83,%
julho 2015,IPCA - Variação acumulada em 12 meses,9.56,%
agosto 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4346.6500000000000,Número-índice
agosto 2015,IPCA - Variação mensal,0.22,%
agosto 2015,IPCA - Variação acumulada em 3 meses,1.64,%
agosto 2015,IPCA - Variação acumulada em 6 meses,4.48,%
agosto 2015,IPCA - Variação acumulada no ano,7.06,%
agosto 2015,IPCA - Variação acumulada em 12 meses,9.53,%
setembro 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4370.1200000000000,Número-índice
setembro 2015,IPCA - Variação mensal,0.54,%
setembro 2015,IPCA - Variação acumulada em 3 meses,1.39,%
setembro 2015,IPCA - Variação acumulada em 6 meses,3.67,%
setembro 2015,IPCA - Variação acumulada no ano,7.64,%
setembro 2015,IPCA - Variação acumulada em 12 meses,9.49,%
outubro 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4405.9500000000000,Número-índice
outubro 2015,IPCA - Variação mensal,0.82,%
outubro 2015,IPCA - Variação acumulada em 3 meses,1.59,%
outubro 2015,IPCA - Variação acumulada em 6 meses,3.79,%
outubro 2015,IPCA - Variação acumulada no ano,8.52,%
outubro 2015,IPCA - Variação acumulada em 12 meses,9.93,%
novembro 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4450.4500000000000,Número-índice
novembro 2015,IPCA - Variação mensal,1.01,%
novembro 2015,IPCA - Variação acumulada em 3 meses,2.39,%
novembro 2015,IPCA - Variação acumulada em 6 meses,4.07,%
novembro 2015,IPCA - Variação acumulada no ano,9.62,%
novembro 2015,IPCA - Variação acumulada em 12 meses,10.48,%
dezembro 2015,IPCA - Número-índice (base: dezembro de 1993 = 100),4493.1700000000000,Número-índice
dezembro 2015,IPCA - Variação mensal,0.96,%
dezembro 2015,IPCA - Variação acumulada em 3 meses,2.82,%
dezembro 2015,IPCA - Variação acumulada em 6 meses,4.24,%
dezembro 2015,IPCA - Variação acumulada no ano,10.67,%
dezembro 2015,IPCA - Variação acumulada em 12 meses,10.67,%
janeiro 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4550.2300000000000,Número-índice
janeiro 2016,IPCA - Variação mensal,1.27,%
janeiro 2016,IPCA - Variação acumulada em 3 meses,3.27,%
janeiro 2016,IPCA - Variação acumulada em 6 meses,4.91,%
janeiro 2016,IPCA - Variação acumulada no ano,1.27,%
janeiro 2016,IPCA - Variação acumulada em 12 meses,10.71,%
fevereiro 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4591.1800000000000,Número-índice
fevereiro 2016,IPCA - Variação mensal,0.90,%
fevereiro 2016,IPCA - Variação acumulada em 3 meses,3.16,%
fevereiro 2016,IPCA - Variação acumulada em 6 meses,5.63,%
fevereiro 2016,IPCA - Variação acumulada no ano,2.18,%
fevereiro 2016,IPCA - Variação acumulada em 12 meses,10.36,%
março 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4610.9200000000000,Número-índice
março 2016,IPCA - Variação mensal,0.43,%
março 2016,IPCA - Variação acumulada em 3 meses,2.62,%
março 2016,IPCA - Variação acumulada em 6 meses,5.51,%
março 2016,IPCA - Variação acumulada no ano,2.62,%
março 2016,IPCA - Variação acumulada em 12 meses,9.39,%
abril 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4639.0500000000000,Número-índice
abril 2016,IPCA - Variação mensal,0.61,%
abril 2016,IPCA - Variação acumulada em 3 meses,1.95,%
abril 2016,IPCA - Variação acumulada em 6 meses,5.29,%
abril 2016,IPCA - Variação acumulada no ano,3.25,%
abril 2016,IPCA - Variação acumulada em 12 meses,9.28,%
maio 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4675.2300000000000,Número-índice
maio 2016,IPCA - Variação mensal,0.78,%
maio 2016,IPCA - Variação acumulada em 3 meses,1.83,%
maio 2016,IPCA - Variação acumulada em 6 meses,5.05,%
maio 2016,IPCA - Variação acumulada no ano,4.05,%
maio 2016,IPCA - Variação acumulada em 12 meses,9.32,%
junho 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4691.5900000000000,Número-índice
junho 2016,IPCA - Variação mensal,0.35,%
junho 2016,IPCA - Variação acumulada em 3 meses,1.75,%
junho 2016,IPCA - Variação acumulada em 6 meses,4.42,%
junho 2016,IPCA - Variação acumulada no ano,4.42,%
junho 2016,IPCA - Variação acumulada em 12 meses,8.84,%
julho 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4715.9900000000000,Número-índice
julho 2016,IPCA - Variação mensal,0.52,%
julho 2016,IPCA - Variação acumulada em 3 meses,1.66,%
julho 2016,IPCA - Variação acumulada em 6 meses,3.64,%
julho 2016,IPCA - Variação acumulada no ano,4.96,%
julho 2016,IPCA - Variação acumulada em 12 meses,8.74,%
agosto 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4736.7400000000000,Número-índice
agosto 2016,IPCA - Variação mensal,0.44,%
agosto 2016,IPCA - Variação acumulada em 3 meses,1.32,%
agosto 2016,IPCA - Variação acumulada em 6 meses,3.17,%
agosto 2016,IPCA - Variação acumulada no ano,5.42,%
agosto 2016,IPCA - Variação acumulada em 12 meses,8.97,%
setembro 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4740.5300000000000,Número-índice
setembro 2016,IPCA - Variação mensal,0.08,%
setembro 2016,IPCA - Variação acumulada em 3 meses,1.04,%
setembro 2016,IPCA - Variação acumulada em 6 meses,2.81,%
setembro 2016,IPCA - Variação acumulada no ano,5.51,%
setembro 2016,IPCA - Variação acumulada em 12 meses,8.48,%
outubro 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4752.8600000000000,Número-índice
outubro 2016,IPCA - Variação mensal,0.26,%
outubro 2016,IPCA - Variação acumulada em 3 meses,0.78,%
outubro 2016,IPCA - Variação acumulada em 6 meses,2.45,%
outubro 2016,IPCA - Variação acumulada no ano,5.78,%
outubro 2016,IPCA - Variação acumulada em 12 meses,7.87,%
novembro 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4761.4200000000000,Número-índice
novembro 2016,IPCA - Variação mensal,0.18,%
novembro 2016,IPCA - Variação acumulada em 3 meses,0.52,%
novembro 2016,IPCA - Variação acumulada em 6 meses,1.84,%
novembro 2016,IPCA - Variação acumulada no ano,5.97,%
novembro 2016,IPCA - Variação acumulada em 12 meses,6.99,%
dezembro 2016,IPCA - Número-índice (base: dezembro de 1993 = 100),4775.7000000000000,Número-índice
dezembro 2016,IPCA - Variação mensal,0.30,%
dezembro 2016,IPCA - Variação acumulada em 3 meses,0.74,%
dezembro 2016,IPCA - Variação acumulada em 6 meses,1.79,%
dezembro 2016,IPCA - Variação acumulada no ano,6.29,%
dezembro 2016,IPCA - Variação acumulada em 12 meses,6.29,%
janeiro 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4793.8500000000000,Número-índice
janeiro 2017,IPCA - Variação mensal,0.38,%
janeiro 2017,IPCA - Variação acumulada em 3 meses,0.86,%
